num_qubits,compiler_type,percent_inter,runtime,num_op,depth,impl
10,multi_ctrl,0.21517517390066537,7.037615555555561e-05,445.8,177.4,map+route
20,multi_ctrl,0.5758807068440994,0.00044374175555555756,1811.5,557.3,map+route
30,multi_ctrl,0.6531397600704418,0.0011563185333333195,4273.6,1127.5,map+route
