num_qubits,compiler_type,percent_inter,runtime,num_op,depth,impl
10,multi_ctrl,0.23314504022182891,6.94643555555556e-05,444.6,176.9,map
20,multi_ctrl,0.5673664479708533,0.0004371290666666687,1811.5,543.8,map
30,multi_ctrl,0.652184903548519,0.0011422251333333203,4288.5,1094.2,map
