bench_name,num_qubits,compiler_type,percent_inter,runtime,num_op,depth,impl
random_20,20,baseline,0.7230227897920937,0.0004688648888888896,1641.0,449.0,baseline
random_20,20,multi_ctrl,0.394641730860538,0.00025086044444444543,1665.0,436.0,map+layout
random_30,30,baseline,0.7493622918070247,0.001132963333333314,3819.0,812.0,baseline
random_30,30,multi_ctrl,0.5032320441259379,0.0007571059999999874,3861.0,921.0,map+layout
random_40,40,baseline,0.7356117149902315,0.0019514371111111126,7202.0,1562.0,baseline
random_40,40,multi_ctrl,0.6334296912567189,0.001792621999999979,7334.0,1592.0,map+layout
random_50,50,baseline,0.7552764574347038,0.0034199397777779795,11730.0,2325.0,baseline
random_50,50,multi_ctrl,0.6607694822671848,0.002771768444444452,12007.0,2325.0,map+layout
