bench_name,num_qubits,compiler_type,percent_inter,runtime,num_op,depth,init_ctrl_latency,num_cif_pairs,impl
pe_32,32,baseline,0.8767816954238563,0.0002132800000000014,905.0,295.0,0.00019310000000000155,374.0,baseline
pe_32,32,multi_ctrl,0.799645913248745,0.00016945000000000024,971.0,310.0,0.00014675000000000042,271.0,map+layout
