bench_name,num_qubits,compiler_type,percent_inter,runtime,num_op,depth,init_ctrl_latency,num_cif_pairs,impl
random_32,32,baseline,0.864067030654487,0.0010311699999999853,4646.0,1136.0,0.0003162500000000029,1782.0,baseline
random_32,32,multi_ctrl,0.8375360230547431,0.0009438399999999934,4724.0,1231.0,0.00029375000000000245,1581.0,map+layout
