bench_name,num_qubits,compiler_type,percent_inter,runtime,num_op,depth,init_ctrl_latency,num_cif_pairs,impl
random_32,32,baseline,0.876067981768176,0.0010838199999999832,4646.0,1136.0,0.00033830000000000367,1899.0,baseline
random_32,32,multi_ctrl,0.8366649471240524,0.0009304799999999951,4660.0,1264.0,0.0002748500000000021,1557.0,map+layout
