bench_name,num_qubits,compiler_type,percent_inter,runtime,num_op,depth,init_ctrl_latency,num_cif_pairs,impl
pe_32,32,multi_ctrl,0.8111651280930788,0.0001830700000000005,1019.0,334.0,0.00015305000000000058,297.0,map+layout+route
