bench_name,num_qubits,compiler_type,percent_inter,runtime,num_op,depth,init_ctrl_latency,num_cif_pairs,impl
cc_32,32,baseline,0.8517617183366841,9.450999999999978e-05,487.0,315.0,2.9849999999999967e-05,161.0,baseline
cc_32,32,multi_ctrl,0.8471095595030294,9.738999999999976e-05,514.0,335.0,1.9499999999999986e-05,165.0,map+layout
